Order_ID,Date,Region,Category,Product,Quantity,Unit_Price,Sales,Customer_Review
ORD2169,2024-02-05,West,Clothing,Jeans,12,319.17,3830.04,"Average product, nothing special about it."
ORD2246,2024-02-06,Central,Clothing,Jacket,15,447.32,6709.8,"Very disappointed, product broke within a week."
ORD2483,2024-02-06,South,Electronics,Laptop,8,352.19,2817.52,"Works fine, but packaging could be better."
ORD2408,2024-02-06,North,Clothing,T-Shirt,19,140.43,2668.17,"Great quality and fast delivery, highly recommend."
ORD1268,2024-02-07,South,Clothing,Sneakers,13,396.1,5149.3,"This is amazing, exactly what I needed."
ORD1727,2024-02-07,East,Clothing,T-Shirt,5,428.38,2141.9,"It is what it is, meets basic requirements."
ORD1680,2024-02-08,East,Electronics,Bluetooth Speaker,19,196.96,3742.24,"Decent quality for the price, acceptable."
ORD1201,2024-02-09,South,Home & Kitchen,Coffee Maker,10,459.52,4595.2,"Exceeded my expectations, will buy again."
ORD1051,2024-02-09,East,Clothing,Cap,4,302.32,1209.28,"Superb build quality, very happy with the purchase."
ORD2492,2024-02-09,West,Home & Kitchen,Cookware Set,20,144.39,2887.8,"This is amazing, exactly what I needed."
ORD1460,2024-02-09,West,Books,Comic Book,13,445.89,5796.57,"Excellent value for money, very satisfied."
ORD1185,2024-02-10,South,Electronics,Bluetooth Speaker,8,356.73,2853.84,"Product stopped working after two days, frustrating."
ORD2388,2024-02-10,Central,Electronics,Bluetooth Speaker,11,325.94,3585.34,"Great quality and fast delivery, highly recommend."
ORD1300,2024-02-10,Central,Sports,Football,3,102.2,306.6,"It is what it is, meets basic requirements."
ORD1868,2024-02-11,West,Home & Kitchen,Blender,5,342.22,1711.1,"Absolutely love this product, works perfectly!"
ORD1612,2024-02-13,Central,Books,Fiction Novel,16,191.89,3070.24,"This is amazing, exactly what I needed."
ORD1208,2024-02-14,West,Electronics,Smartwatch,13,490.71,6379.23,"Absolutely love this product, works perfectly!"
ORD1690,2024-02-15,West,Books,Self-Help Book,8,107.85,862.8,"Great quality and fast delivery, highly recommend."
ORD1170,2024-02-16,East,Sports,Football,8,203.68,1629.44,"It's okay, does the job as expected."
ORD2043,2024-02-16,Central,Home & Kitchen,Air Fryer,16,432.37,6917.92,"Fantastic experience, product is top notch."
ORD2187,2024-02-16,East,Home & Kitchen,Blender,11,342.19,3764.09,Really impressed with the performance and design.
ORD2221,2024-02-17,East,Electronics,Smartphone,17,453.26,7705.42,Really impressed with the performance and design.
ORD1397,2024-02-17,South,Electronics,Wireless Earbuds,16,188.35,3013.6,"Poor quality, would not recommend this to anyone."
ORD1295,2024-02-18,West,Sports,Football,12,471.38,5656.56,"It is what it is, meets basic requirements."
ORD2071,2024-02-18,South,Books,Fiction Novel,9,460.01,4140.09,"Superb build quality, very happy with the purchase."
ORD2233,2024-02-19,North,Home & Kitchen,Cookware Set,6,165.82,994.92,"Average product, nothing special about it."
ORD1495,2024-02-19,North,Electronics,Wireless Earbuds,4,214.22,856.88,"This is amazing, exactly what I needed."
ORD1685,2024-02-20,Central,Electronics,Smartwatch,18,205.6,3700.8,"Fantastic experience, product is top notch."
ORD1955,2024-02-20,South,Clothing,Jacket,13,312.82,4066.66,"Average product, nothing special about it."
ORD1728,2024-02-20,North,Home & Kitchen,Vacuum Cleaner,4,214.31,857.24,"This is amazing, exactly what I needed."
ORD1683,2024-02-21,South,Books,Self-Help Book,13,485.81,6315.53,"It is what it is, meets basic requirements."
ORD2427,2024-02-21,North,Sports,Running Shoes,9,77.48,697.32,"Product stopped working after two days, frustrating."
ORD1417,2024-02-21,West,Electronics,Wireless Earbuds,6,462.82,2776.92,"Fantastic experience, product is top notch."
ORD1466,2024-02-21,West,Clothing,T-Shirt,12,355.27,4263.24,Really impressed with the performance and design.
ORD2464,2024-02-22,South,Electronics,Smartwatch,20,274.86,5497.2,"This is amazing, exactly what I needed."
ORD2360,2024-02-22,West,Clothing,Cap,19,220.26,4184.94,"Not worth the money, quality is really bad."
ORD2277,2024-02-22,East,Home & Kitchen,Coffee Maker,8,494.87,3958.96,"Great quality and fast delivery, highly recommend."
ORD1197,2024-02-23,East,Books,Self-Help Book,16,438.32,7013.12,"It's okay, does the job as expected."
ORD2140,2024-02-23,West,Sports,Running Shoes,20,12.29,245.8,"Average product, nothing special about it."
ORD1969,2024-02-24,West,Clothing,Cap,7,82.82,579.74,"Absolutely love this product, works perfectly!"
ORD1883,2024-02-24,South,Clothing,Jacket,9,186.97,1682.73,"Decent quality for the price, acceptable."
ORD2439,2024-02-24,Central,Electronics,Bluetooth Speaker,7,262.97,1840.79,"Works fine, but packaging could be better."
ORD1695,2024-02-24,East,Clothing,Cap,15,330.83,4962.45,"Fantastic experience, product is top notch."
ORD1791,2024-02-25,East,Clothing,Cap,9,380.19,3421.71,"Exceeded my expectations, will buy again."
ORD2078,2024-02-26,West,Clothing,T-Shirt,10,309.26,3092.6,"Great quality and fast delivery, highly recommend."
ORD1464,2024-02-27,East,Sports,Football,17,397.83,6763.11,"Fantastic experience, product is top notch."
ORD1941,2024-02-27,Central,Sports,Running Shoes,16,271.4,4342.4,"It's okay, does the job as expected."
ORD1032,2024-02-28,East,Books,Fiction Novel,2,296.25,592.5,"Exceeded my expectations, will buy again."
ORD1391,2024-02-29,South,Home & Kitchen,Air Fryer,8,52.24,417.92,Really impressed with the performance and design.
ORD2495,2024-02-29,West,Books,Self-Help Book,19,470.03,8930.57,"Superb build quality, very happy with the purchase."
ORD1894,2024-03-01,Central,Electronics,Bluetooth Speaker,16,68.27,1092.32,"Great quality and fast delivery, highly recommend."
ORD1311,2024-03-02,East,Books,Biography,20,322.49,6449.8,"Not worth the money, quality is really bad."
ORD2023,2024-03-02,North,Sports,Football,12,137.28,1647.36,"Great quality and fast delivery, highly recommend."
ORD1622,2024-03-02,South,Sports,Yoga Mat,7,408.77,2861.39,"Great quality and fast delivery, highly recommend."
ORD2084,2024-03-02,North,Clothing,Jeans,5,162.72,813.6,"Superb build quality, very happy with the purchase."
ORD1146,2024-03-03,East,Home & Kitchen,Cookware Set,13,145.18,1887.34,"Not worth the money, quality is really bad."
ORD1407,2024-03-04,Central,Electronics,Bluetooth Speaker,14,334.6,4684.4,"This is amazing, exactly what I needed."
ORD1700,2024-03-04,East,Clothing,Cap,9,440.55,3964.95,"Very disappointed, product broke within a week."
ORD1552,2024-03-05,Central,Books,Fiction Novel,19,32.3,613.7,"Terrible experience, delivery was delayed a lot."
ORD1211,2024-03-05,South,Sports,Dumbbells,15,28.12,421.8,"Excellent value for money, very satisfied."
ORD1371,2024-03-05,East,Electronics,Smartwatch,18,204.88,3687.84,"Poor quality, would not recommend this to anyone."
ORD2119,2024-03-06,West,Sports,Dumbbells,18,199.35,3588.3,"Superb build quality, very happy with the purchase."
ORD2067,2024-03-07,South,Electronics,Bluetooth Speaker,5,137.22,686.1,"Average product, nothing special about it."
ORD1095,2024-03-07,North,Home & Kitchen,Air Fryer,13,250.96,3262.48,"It's okay, does the job as expected."
ORD1760,2024-03-07,North,Sports,Cricket Bat,16,65.31,1044.96,"Exceeded my expectations, will buy again."
ORD1228,2024-03-08,North,Clothing,Cap,10,205.1,2051.0,"Works fine, but packaging could be better."
ORD1187,2024-03-08,East,Books,Fiction Novel,11,56.31,619.41,"Decent quality for the price, acceptable."
ORD1455,2024-03-09,East,Books,Cookbook,3,200.17,600.51,"Superb build quality, very happy with the purchase."
ORD2441,2024-03-09,North,Books,Self-Help Book,1,84.98,84.98,"Product stopped working after two days, frustrating."
ORD2298,2024-03-09,West,Sports,Cricket Bat,4,293.14,1172.56,"Terrible experience, delivery was delayed a lot."
ORD1347,2024-03-09,East,Sports,Cricket Bat,10,31.89,318.9,"It's okay, does the job as expected."
ORD1705,2024-03-10,East,Books,Self-Help Book,18,271.15,4880.7,"Average product, nothing special about it."
ORD1180,2024-03-10,West,Home & Kitchen,Coffee Maker,16,226.68,3626.88,"This is amazing, exactly what I needed."
ORD2465,2024-03-10,East,Home & Kitchen,Air Fryer,6,484.38,2906.28,"Excellent value for money, very satisfied."
ORD2285,2024-03-12,South,Sports,Football,5,45.3,226.5,"Fantastic experience, product is top notch."
ORD1766,2024-03-12,West,Clothing,Jacket,20,63.28,1265.6,"Not worth the money, quality is really bad."
ORD1809,2024-03-12,West,Sports,Cricket Bat,18,120.66,2171.88,Really impressed with the performance and design.
ORD1023,2024-03-13,North,Books,Self-Help Book,2,122.18,244.36,"Terrible experience, delivery was delayed a lot."
ORD1775,2024-03-14,North,Clothing,Jeans,1,80.56,80.56,Bad customer service and defective item received.
ORD1817,2024-03-14,South,Clothing,Cap,2,370.38,740.76,"Absolutely love this product, works perfectly!"
ORD1431,2024-03-15,East,Electronics,Bluetooth Speaker,12,355.22,4262.64,"It is what it is, meets basic requirements."
ORD1604,2024-03-15,Central,Books,Fiction Novel,17,154.18,2621.06,"Product stopped working after two days, frustrating."
ORD1806,2024-03-15,North,Home & Kitchen,Blender,3,289.96,869.88,Really impressed with the performance and design.
ORD1559,2024-03-15,Central,Books,Biography,10,339.13,3391.3,"Excellent value for money, very satisfied."
ORD1130,2024-03-16,South,Home & Kitchen,Cookware Set,15,473.17,7097.55,"Terrible experience, delivery was delayed a lot."
ORD1246,2024-03-16,East,Home & Kitchen,Cookware Set,13,257.09,3342.17,"Decent quality for the price, acceptable."
ORD1224,2024-03-16,South,Clothing,T-Shirt,15,94.6,1419.0,"It's okay, does the job as expected."
ORD1440,2024-03-16,West,Clothing,Jeans,2,154.51,309.02,"Great quality and fast delivery, highly recommend."
ORD1513,2024-03-17,South,Sports,Cricket Bat,16,167.11,2673.76,"This is amazing, exactly what I needed."
ORD1138,2024-03-18,West,Home & Kitchen,Blender,5,379.53,1897.65,"Fantastic experience, product is top notch."
ORD1576,2024-03-19,South,Sports,Dumbbells,17,325.3,5530.1,"Exceeded my expectations, will buy again."
ORD1927,2024-03-19,East,Sports,Dumbbells,10,257.27,2572.7,"Superb build quality, very happy with the purchase."
ORD1177,2024-03-19,South,Clothing,Jacket,17,320.28,5444.76,"Excellent value for money, very satisfied."
ORD1986,2024-03-19,Central,Books,Fiction Novel,2,261.57,523.14,"Fantastic experience, product is top notch."
ORD2308,2024-03-19,South,Clothing,T-Shirt,1,288.9,288.9,"Poor quality, would not recommend this to anyone."
ORD1377,2024-03-20,West,Electronics,Smartphone,5,300.9,1504.5,Really impressed with the performance and design.
ORD2364,2024-03-21,Central,Electronics,Bluetooth Speaker,19,197.38,3750.22,"Average product, nothing special about it."
ORD2160,2024-03-22,West,Clothing,Jacket,12,205.14,2461.68,Really impressed with the performance and design.
ORD1641,2024-03-22,East,Sports,Dumbbells,14,316.41,4429.74,"This is amazing, exactly what I needed."
ORD1666,2024-03-22,West,Electronics,Smartphone,15,402.5,6037.5,"Fantastic experience, product is top notch."
ORD1105,2024-03-23,West,Books,Biography,20,29.53,590.6,"Superb build quality, very happy with the purchase."
ORD1811,2024-03-23,East,Home & Kitchen,Cookware Set,15,382.62,5739.3,"Excellent value for money, very satisfied."
ORD1074,2024-03-24,East,Home & Kitchen,Air Fryer,16,19.5,312.0,"Superb build quality, very happy with the purchase."
ORD1279,2024-03-24,Central,Clothing,Jeans,17,228.91,3891.47,"It's okay, does the job as expected."
ORD1215,2024-03-25,East,Home & Kitchen,Cookware Set,14,48.67,681.38,"Average product, nothing special about it."
ORD2108,2024-03-25,East,Home & Kitchen,Blender,10,422.88,4228.8,"Great quality and fast delivery, highly recommend."
ORD2213,2024-03-25,North,Electronics,Wireless Earbuds,4,249.72,998.88,"It is what it is, meets basic requirements."
ORD1984,2024-03-26,Central,Sports,Football,10,239.43,2394.3,Really impressed with the performance and design.
ORD1198,2024-03-26,East,Books,Fiction Novel,6,143.67,862.02,"Poor quality, would not recommend this to anyone."
ORD1167,2024-03-27,Central,Home & Kitchen,Cookware Set,2,86.23,172.46,"It's okay, does the job as expected."
ORD1406,2024-03-27,West,Sports,Running Shoes,19,56.83,1079.77,"Fantastic experience, product is top notch."
ORD1800,2024-03-29,North,Books,Fiction Novel,20,73.65,1473.0,"It is what it is, meets basic requirements."
ORD2267,2024-03-30,West,Clothing,Cap,4,73.94,295.76,"It's okay, does the job as expected."
ORD1515,2024-03-31,West,Sports,Football,16,229.06,3664.96,Really impressed with the performance and design.
ORD1110,2024-03-31,West,Books,Fiction Novel,11,133.68,1470.48,"Fantastic experience, product is top notch."
ORD1267,2024-04-01,North,Home & Kitchen,Vacuum Cleaner,19,123.79,2352.01,"It's okay, does the job as expected."
ORD2173,2024-04-01,West,Books,Cookbook,4,321.73,1286.92,"Decent quality for the price, acceptable."
ORD2328,2024-04-01,East,Books,Cookbook,3,97.8,293.4,"Decent quality for the price, acceptable."
ORD1767,2024-04-02,North,Home & Kitchen,Air Fryer,7,410.35,2872.45,Bad customer service and defective item received.
ORD1125,2024-04-02,South,Clothing,Jacket,14,489.39,6851.46,"It's okay, does the job as expected."
ORD1982,2024-04-02,West,Books,Comic Book,14,407.39,5703.46,"Works fine, but packaging could be better."
ORD1501,2024-04-02,South,Books,Biography,17,46.77,795.09,"Decent quality for the price, acceptable."
ORD1326,2024-04-03,North,Home & Kitchen,Vacuum Cleaner,1,472.05,472.05,"This is amazing, exactly what I needed."
ORD1106,2024-04-03,North,Books,Cookbook,8,481.34,3850.72,"Product stopped working after two days, frustrating."
ORD1596,2024-04-03,North,Clothing,Sneakers,5,241.12,1205.6,"It's okay, does the job as expected."
ORD2397,2024-04-04,South,Home & Kitchen,Air Fryer,9,385.44,3468.96,"Decent quality for the price, acceptable."
ORD1678,2024-04-04,East,Clothing,Jacket,19,205.9,3912.1,Bad customer service and defective item received.
ORD1299,2024-04-04,East,Electronics,Smartwatch,18,365.05,6570.9,"This is amazing, exactly what I needed."
ORD2120,2024-04-05,East,Books,Biography,6,61.11,366.66,"It's okay, does the job as expected."
ORD1375,2024-04-05,East,Home & Kitchen,Coffee Maker,12,132.69,1592.28,"Exceeded my expectations, will buy again."
ORD2319,2024-04-05,East,Electronics,Wireless Earbuds,10,14.15,141.5,"This is amazing, exactly what I needed."
ORD1159,2024-04-05,North,Electronics,Wireless Earbuds,14,57.32,802.48,"Average product, nothing special about it."
ORD1316,2024-04-05,North,Home & Kitchen,Blender,13,195.84,2545.92,"It's okay, does the job as expected."
ORD1511,2024-04-07,Central,Books,Comic Book,14,334.24,4679.36,"Superb build quality, very happy with the purchase."
ORD1962,2024-04-07,North,Books,Cookbook,18,38.79,698.22,"Excellent value for money, very satisfied."
ORD1444,2024-04-08,South,Home & Kitchen,Vacuum Cleaner,2,202.52,405.04,Really impressed with the performance and design.
ORD1886,2024-04-08,East,Home & Kitchen,Vacuum Cleaner,18,294.22,5295.96,"Very disappointed, product broke within a week."
ORD1668,2024-04-09,Central,Electronics,Smartphone,4,365.33,1461.32,"Excellent value for money, very satisfied."
ORD2438,2024-04-09,Central,Electronics,Laptop,10,287.07,2870.7,"It's okay, does the job as expected."
ORD1519,2024-04-09,North,Home & Kitchen,Air Fryer,8,11.08,88.64,"This is amazing, exactly what I needed."
ORD1446,2024-04-09,South,Books,Biography,1,111.41,111.41,"It's okay, does the job as expected."
ORD2206,2024-04-09,West,Clothing,Cap,5,168.48,842.4,"It's okay, does the job as expected."
ORD1798,2024-04-10,West,Electronics,Wireless Earbuds,17,60.91,1035.47,"Excellent value for money, very satisfied."
ORD1322,2024-04-10,North,Books,Cookbook,14,123.75,1732.5,"Fantastic experience, product is top notch."
ORD1373,2024-04-11,North,Home & Kitchen,Blender,15,17.98,269.7,"Poor quality, would not recommend this to anyone."
ORD1948,2024-04-12,West,Sports,Running Shoes,6,352.26,2113.56,"Superb build quality, very happy with the purchase."
ORD1443,2024-04-13,North,Sports,Dumbbells,11,110.72,1217.92,"This is amazing, exactly what I needed."
ORD1396,2024-04-15,East,Home & Kitchen,Coffee Maker,19,340.32,6466.08,"Absolutely love this product, works perfectly!"
ORD1379,2024-04-15,North,Sports,Yoga Mat,11,190.11,2091.21,"Fantastic experience, product is top notch."
ORD1216,2024-04-15,East,Books,Cookbook,3,170.68,512.04,Really impressed with the performance and design.
ORD1631,2024-04-15,West,Clothing,Jeans,4,41.26,165.04,"Product stopped working after two days, frustrating."
ORD1997,2024-04-15,North,Electronics,Laptop,14,489.95,6859.3,Bad customer service and defective item received.
ORD2471,2024-04-16,North,Clothing,Jacket,2,253.33,506.66,"Superb build quality, very happy with the purchase."
ORD2481,2024-04-16,Central,Home & Kitchen,Cookware Set,2,179.85,359.7,Really impressed with the performance and design.
ORD2442,2024-04-16,South,Electronics,Smartphone,16,22.08,353.28,"Fantastic experience, product is top notch."
ORD1525,2024-04-16,South,Books,Self-Help Book,13,332.19,4318.47,"Decent quality for the price, acceptable."
ORD2026,2024-04-17,South,Sports,Football,11,263.06,2893.66,"Superb build quality, very happy with the purchase."
ORD2455,2024-04-17,South,Home & Kitchen,Coffee Maker,6,366.8,2200.8,"Fantastic experience, product is top notch."
ORD2010,2024-04-17,Central,Books,Fiction Novel,6,318.66,1911.96,"Terrible experience, delivery was delayed a lot."
ORD1975,2024-04-18,Central,Sports,Running Shoes,11,85.35,938.85,Really impressed with the performance and design.
ORD1343,2024-04-18,West,Sports,Running Shoes,1,58.32,58.32,"Excellent value for money, very satisfied."
ORD1081,2024-04-18,West,Electronics,Smartwatch,14,480.79,6731.06,"Works fine, but packaging could be better."
ORD2009,2024-04-18,North,Sports,Cricket Bat,20,308.73,6174.6,"Very disappointed, product broke within a week."
ORD1611,2024-04-19,South,Books,Cookbook,4,460.89,1843.56,"Works fine, but packaging could be better."
ORD1664,2024-04-19,South,Clothing,T-Shirt,16,103.89,1662.24,"Fantastic experience, product is top notch."
ORD1162,2024-04-20,South,Clothing,Sneakers,12,424.23,5090.76,"This is amazing, exactly what I needed."
ORD2335,2024-04-20,South,Electronics,Wireless Earbuds,13,386.43,5023.59,"Superb build quality, very happy with the purchase."
ORD1409,2024-04-21,Central,Clothing,Jeans,5,61.77,308.85,"Superb build quality, very happy with the purchase."
ORD1150,2024-04-22,South,Books,Cookbook,1,74.58,74.58,"Excellent value for money, very satisfied."
ORD1013,2024-04-22,North,Sports,Yoga Mat,5,317.45,1587.25,"Works fine, but packaging could be better."
ORD2293,2024-04-22,South,Electronics,Smartwatch,8,59.85,478.8,"Terrible experience, delivery was delayed a lot."
ORD1850,2024-04-23,North,Books,Cookbook,13,189.14,2458.82,"Decent quality for the price, acceptable."
ORD1663,2024-04-23,East,Home & Kitchen,Air Fryer,4,266.37,1065.48,"Exceeded my expectations, will buy again."
ORD2265,2024-04-24,East,Home & Kitchen,Vacuum Cleaner,4,337.78,1351.12,"Average product, nothing special about it."
ORD1509,2024-04-25,West,Clothing,Sneakers,14,225.94,3163.16,"Superb build quality, very happy with the purchase."
ORD1830,2024-04-25,South,Home & Kitchen,Blender,5,345.77,1728.85,"Not worth the money, quality is really bad."
ORD2418,2024-04-25,West,Books,Comic Book,9,346.03,3114.27,"It's okay, does the job as expected."
ORD1352,2024-04-26,West,Home & Kitchen,Coffee Maker,9,338.64,3047.76,"Superb build quality, very happy with the purchase."
ORD1498,2024-04-26,East,Books,Fiction Novel,4,253.89,1015.56,"Decent quality for the price, acceptable."
ORD1222,2024-04-26,South,Home & Kitchen,Vacuum Cleaner,1,370.48,370.48,"Fantastic experience, product is top notch."
ORD1852,2024-04-26,Central,Home & Kitchen,Coffee Maker,16,371.32,5941.12,"Average product, nothing special about it."
ORD2191,2024-04-28,West,Sports,Dumbbells,16,334.69,5355.04,"Excellent value for money, very satisfied."
ORD1052,2024-04-28,Central,Sports,Football,13,450.76,5859.88,"Absolutely love this product, works perfectly!"
ORD1281,2024-04-29,West,Home & Kitchen,Cookware Set,7,361.29,2529.03,Really impressed with the performance and design.
ORD2033,2024-04-30,South,Electronics,Bluetooth Speaker,12,159.41,1912.92,"This is amazing, exactly what I needed."
ORD1394,2024-04-30,East,Home & Kitchen,Coffee Maker,1,174.16,174.16,"Great quality and fast delivery, highly recommend."
ORD2109,2024-05-01,North,Home & Kitchen,Coffee Maker,3,186.52,559.56,"Superb build quality, very happy with the purchase."
ORD1577,2024-05-01,Central,Clothing,Jacket,8,213.16,1705.28,"Great quality and fast delivery, highly recommend."
ORD2294,2024-05-01,East,Electronics,Bluetooth Speaker,12,462.43,5549.16,"Very disappointed, product broke within a week."
ORD2211,2024-05-01,North,Sports,Dumbbells,8,204.36,1634.88,"Exceeded my expectations, will buy again."
ORD1378,2024-05-03,East,Electronics,Wireless Earbuds,14,350.08,4901.12,"Excellent value for money, very satisfied."
ORD1681,2024-05-03,West,Home & Kitchen,Air Fryer,8,376.36,3010.88,"Very disappointed, product broke within a week."
ORD1022,2024-05-03,West,Sports,Football,8,120.1,960.8,"Excellent value for money, very satisfied."
ORD1090,2024-05-03,South,Home & Kitchen,Vacuum Cleaner,7,164.62,1152.34,"Average product, nothing special about it."
ORD1624,2024-05-04,West,Home & Kitchen,Blender,12,435.01,5220.12,"Poor quality, would not recommend this to anyone."
ORD2372,2024-05-04,East,Clothing,Cap,7,306.99,2148.93,"Exceeded my expectations, will buy again."
ORD1895,2024-05-06,North,Home & Kitchen,Blender,20,110.65,2213.0,"Poor quality, would not recommend this to anyone."
ORD2290,2024-05-06,Central,Books,Cookbook,1,414.21,414.21,"This is amazing, exactly what I needed."
ORD1879,2024-05-07,West,Home & Kitchen,Vacuum Cleaner,10,214.41,2144.1,"Excellent value for money, very satisfied."
